0, 0, 1, 3, 1, 0.125
0, 1, 1, 3, 1, 0.125
0, 2, 1, 3, 1, 0.125
0, 3, 1, 3, 1, 0.125
1, 0, 1, 3, 1, 0.125
1, 1, 1, 3, 1, 0.125
1, 2, 1, 3, 1, 0.125
1, 3, 1, 3, 1, 0.125
1, 3, 0, 0, 1, 0
